"","new.pr","mean_lcp","mean_geo","mean_pass"
"92",92,16.1542441628854,13.7938208553714,15.082126835966
"93",93,16.1594330119309,13.7981351230238,15.0859456326229
"94",94,16.1644839246972,13.8023339297671,15.0896575027528
"95",95,16.1694019744138,13.8064215419608,15.0932665281682
"96",96,16.1741919970803,13.8104020257718,15.0967765942111
"97",97,16.1788586048777,13.8142792585227,15.1001914011257
"98",98,16.1834061986943,13.8180569392886,15.1035144746636
"99",99,16.1878389798306,13.821738598799,15.1067491759823
"100",100,16.1921609609469,13.8253276086966,15.109898710888
"101",101,16.1963759763076,13.8288271902004,15.1129661384745
"102",102,16.2004876913755,13.8322404222177,15.1159543792018
"103",103,16.2044996118016,13.8355702489446,15.1188662224564
"104",104,16.2084150918556,13.8388194869915,15.1217043336308
"105",105,16.2122373423354,13.8419908320679,15.1244712607571
"106",106,16.2159694379932,13.8450868652578,15.1271694407275
"107",107,16.2196143245116,13.8481100589135,15.1298012051295
"108",108,16.2231748250614,13.8510627821958,15.1323687857245
"109",109,16.2266536464687,13.853947306283,15.1348743195934
"110",110,16.2300533850191,13.8567658092727,15.1373198539735
"111",111,16.233376531923,13.8595203807968,15.1397073508066
"112",112,16.2366254784639,13.8622130263682,15.142038691019
"113",113,16.2398025208521,13.8648456714782,15.1443156785503
"114",114,16.2429098648016,13.8674201654599,15.1465400441496
"115",115,16.2459496298494,13.8699382851333,15.1487134489517
"116",116,16.2489238534332,13.8724017382463,15.1508374878511
"117",117,16.2518344947433,13.8748121667242,15.1529136926837
"118",118,16.2546834383624,13.877171149741,15.154943535231
"119",119,16.2574724977074,13.879480206622,15.1569284300572
"120",120,16.2602034182851,13.8817407995897,15.1588697371894
"121",121,16.2628778807733,13.883954336362,15.1607687646517
"122",122,16.265497503938,13.8861221726123,15.1626267708617
"123",123,16.2680638473974,13.8882456142987,15.1644449668977
"124",124,16.2705784142403,13.8903259198722,15.1662245186458
"125",125,16.2730426535096,13.8923643023691,15.1679665488325
"126",126,16.2754579625572,13.8943619313962,15.1696721389504
"127",127,16.2778256892793,13.8963199350135,15.1713423310846
"128",128,16.2801471342374,13.898239401522,15.1729781296438
"129",129,16.2824235526742,13.9001213811612,15.1745805030023
"130",130,16.2846561564272,13.9019668877213,15.1761503850596
"131",131,16.2868461157485,13.903776900076,15.17768867672
"132",132,16.2889945610351,13.9055523636391,15.1791962472983
"133",133,16.2911025844748,13.9072941917504,15.1806739358563
"134",134,16.2931712416117,13.9090032669939,15.1821225524721
"135",135,16.2952015528376,13.9106804424534,15.1835428794479
"136",136,16.2971945048113,13.9123265429063,15.1849356724588
"137",137,16.299151051811,13.9139423659628,15.1863016616464
"138",138,16.3010721170233,13.9155286831499,15.1876415526588
"139",139,16.302958593772,13.9170862409452,15.1889560276428
"140",140,16.3048113466894,13.9186157617627,15.1902457461878
"141",141,16.3066312128344,13.9201179448932,15.1915113462259
"142",142,16.308419002759,13.9215934674013,15.1927534448897
"143",143,16.3101755015266,13.9230429849815,15.1939726393311
"144",144,16.3119014696846,13.9244671327764,15.1951695075018
"145",145,16.313597644193,13.9258665261576,15.1963446088981
"146",146,16.3152647393121,13.9272417614714,15.1974984852723
"147",147,16.3169034474508,13.9285934167523,15.198631661312
"148",148,16.3185144399779,13.929922052405,15.1997446452886
"149",149,16.3200983679977,13.9312282118559,15.2008379296777
"150",150,16.3216558630925,13.9325124221773,15.2019119917512
"151",151,16.323187538033,13.9337751946841,15.2029672941442
"152",152,16.324693987458,13.9350170255048,15.2040042853967
"153",153,16.3261757885258,13.9362383961292,15.2050234004723
"154",154,16.3276335015377,13.9374397739317,15.206025061254
"155",155,16.3290676705361,13.9386216126732,15.2070096770194
"156",156,16.3304788238766,13.9397843529825,15.2079776448953
"157",157,16.3318674747774,13.9409284228169,15.2089293502934
"158",158,16.3332341218456,13.9420542379045,15.2098651673276
"159",159,16.3345792495825,13.943162202168,15.2107854592137
"160",160,16.3359033288676,13.9442527081314,15.2116905786532
"161",161,16.3372068174241,13.9453261373101,15.2125808682004
"162",162,16.3384901602646,13.9463828605861,15.2134566606153
"163",163,16.3397537901205,13.9474232385665,15.2143182792019
"164",164,16.3409981278525,13.9484476219302,15.2151660381321
"165",165,16.3422235828469,13.9494563517583,15.2160002427583
"166",166,16.3434305533951,13.9504497598538,15.2168211899114
"167",167,16.3446194270587,13.9514281690473,15.2176291681889
"168",168,16.3457905810208,13.9523918934918,15.2184244582302
"169",169,16.3469443824231,13.9533412389454,15.2192073329821
"170",170,16.3480811886911,13.954276503044,15.2199780579532
"171",171,16.3492013478461,13.9551979755627,15.220736891459
"172",172,16.3503051988055,13.956105938668,15.2214840848573
"173",173,16.3513930716726,13.9570006671604,15.2222198827746
"174",174,16.3524652880146,13.9578824287073,15.2229445233239
"175",175,16.3535221611311,13.9587514840686,15.2236582383143
"176",176,16.3545639963118,13.9596080873122,15.2243612534526
"177",177,16.3555910910857,13.9604524860231,15.2250537885373
"178",178,16.3566037354608,13.9612849215036,15.2257360576458
"179",179,16.3576022121546,13.9621056289677,15.2264082693141
"180",180,16.3585867968173,13.9629148377267,15.2270706267103
"181",181,16.359557758246,13.9637127713696,15.2277233278014
"182",182,16.3605153585922,13.9644996479364,15.2283665655142
"183",183,16.3614598535608,13.9652756800849,15.2290005278909
"184",184,16.3623914926034,13.9660410752525,15.2296253982377
"185",185,16.3633105191035,13.9667960358117,15.23024135527
"186",186,16.3642171705563,13.9675407592201,15.2308485732502
"187",187,16.3651116787418,13.9682754381653,15.231447222123
"188",188,16.3659942698914,13.969000260705,15.2320374676438
"189",189,16.3668651648501,13.9697154104023,15.232619471504
"190",190,16.3677245792318,13.9704210664554,15.2331933914512
"191",191,16.3685727235701,13.9711174038245,15.2337593814059
"192",192,16.3694098034637,13.9718045933531,15.2343175915732
"193",193,16.3702360197169,13.9724828018855,15.2348681685517
"194",194,16.3710515684759,13.9731521923809,15.2354112554376
"195",195,16.3718566413596,13.973812924023,15.2359469919268
"196",196,16.3726514255869,13.9744651523262,15.2364755144114
"197",197,16.3734361040994,13.9751090292386,15.2369969560753
"198",198,16.3742108556804,13.9757447032411,15.2375114469848
"199",199,16.3749758550696,13.9763723194436,15.2380191141769
"200",200,16.3757312730741,13.9769920196778,15.2385200817446
"201",201,16.3764772766765,13.9776039425875,15.2390144709198
"202",202,16.3772140291385,13.9782082237154,15.2395024001524
"203",203,16.3779416901018,13.9788049955874,15.2399839851882
"204",204,16.3786604156861,13.979394387794,15.2404593391429
"205",205,16.379370358583,13.9799765270697,15.2409285725749
"206",206,16.3800716681478,13.9805515373691,15.2413917935549
"207",207,16.3807644904881,13.9811195399412,15.2418491077337
"208",208,16.3814489685497,13.9816806534009,15.2423006184078
"209",209,16.3821252421996,13.982234993799,15.2427464265826
"210",210,16.3827934483071,13.9827826746889,15.2431866310342
"211",211,16.3834537208211,13.9833238071924,15.2436213283687
"212",212,16.3841061908467,13.9838585000627,15.24405061308
"213",213,16.3847509867183,13.9843868597461,15.2444745776053
"214",214,16.3853882340707,13.9849089904409,15.2448933123799
"215",215,16.3860180559081,13.9854249941555,15.2453069058889
"216",216,16.3866405726714,13.9859349707644,15.2457154447186
"217",217,16.3872559023029,13.986439018062,15.2461190136055
"218",218,16.3878641603094,13.9869372318157,15.2465176954845
"219",219,16.3884654598234,13.9874297058167,15.2469115715346
"220",220,16.3890599116625,13.9879165319296,15.2473007212244
"221",221,16.3896476243869,13.9883978001407,15.2476852223556
"222",222,16.3902287043551,13.9888735986043,15.248065151105
"223",223,16.390803255779,13.9893440136882,15.248440582066
"224",224,16.3913713807755,13.989809130018,15.2488115882881
"225",225,16.3919331794187,13.9902690305193,15.2491782413156
"226",226,16.3924887497891,13.9907237964595,15.2495406112253
"227",227,16.3930381880218,13.9911735074882,15.2498987666627
"228",228,16.3935815883539,13.991618241676,15.2502527748775
"229",229,16.3941190431696,13.9920580755527,15.250602701758
"230",230,16.394650643045,13.9924930841447,15.2509486118642
"231",231,16.3951764767906,13.99292334101,15.2512905684605
"232",232,16.3956966314935,13.9933489182741,15.2516286335469
"233",233,16.3962111925583,13.993769886663,15.2519628678899
"234",234,16.396720243746,13.9941863155371,15.2522933310516
"235",235,16.3972238672131,13.9945982729225,15.2526200814195
"236",236,16.3977221435486,13.9950058255427,15.2529431762336
"237",237,16.3982151518106,13.9954090388487,15.2532626716143
"238",238,16.3987029695616,13.9958079770484,15.2535786225886
"239",239,16.3991856729029,13.9962027031357,15.253891083116
"240",240,16.3996633365082,13.996593278918,15.2542001061137
"241",241,16.4001360336559,13.9969797650435,15.2545057434806
"242",242,16.4006038362612,13.9973622210278,15.2548080461214
"243",243,16.4010668149068,13.9977407052793,15.2551070639692
"244",244,16.4015250388728,13.9981152751245,15.2554028460085
"245",245,16.4019785761662,13.9984859868323,15.2556954402967
"246",246,16.402427493549,13.9988528956377,15.2559848939853
"247",247,16.4028718565664,13.9992160557647,15.2562712533405
"248",248,16.4033117295734,13.9995755204495,15.2565545637637
"249",249,16.4037471757614,13.9999313419613,15.2568348698107
"250",250,16.4041782571835,14.0002835716246,15.2571122152109
"251",251,16.4046050347797,14.0006322598395,15.2573866428857
"252",252,16.405027568401,14.000977456102,15.257658194967
"253",253,16.4054459168332,14.0013192090239,15.2579269128142
"254",254,16.4058601378201,14.0016575663517,15.2581928370318
"255",255,16.4062702880856,14.0019925749858,15.2584560074859
"256",256,16.406676423356,14.002324280998,15.2587164633203
"257",257,16.4070785983811,14.0026527296501,15.2589742429727
"258",258,16.4074768669553,14.0029779654108,15.2592293841898
"259",259,16.4078712819375,14.0033000319725,15.2594819240426
"260",260,16.4082618952712,14.003618972268,15.2597318989407
"261",261,16.4086487580037,14.0039348284867,15.259979344647
"262",262,16.409031920305,14.0042476420899,15.2602242962912
"263",263,16.4094114314859,14.0045574538261,15.2604667883837
"264",264,16.4097873400162,14.0048643037462,15.2607068548287
"265",265,16.4101596935421,14.005168231218,15.260944528937
"266",266,16.4105285389031,14.00546927494,15.2611798434387
"267",267,16.4108939221487,14.0057674729556,15.2614128304953
"268",268,16.4112558885545,14.0060628626663,15.261643521712
"269",269,16.4116144826384,14.0063554808454,15.2618719481489
"270",270,16.4119697481756,14.00664536365,15.2620981403327
"271",271,16.4123217282139,14.0069325466344,15.2623221282676
"272",272,16.4126704650885,14.0072170647619,15.2625439414464
"273",273,16.4130160004359,14.0074989524166,15.2627636088607
"274",274,16.4133583752087,14.0077782434155,15.2629811590114
"275",275,16.4136976296885,14.0080549710196,15.2631966199189
"276",276,16.4140338034998,14.0083291679449,15.2634100191326
"277",277,16.414366935623,14.0086008663737,15.2636213837407
"278",278,16.4146970644066,14.0088700979648,15.2638307403794
"279",279,16.4150242275806,14.0091368938639,15.2640381152423
"280",280,16.4153484622678,14.0094012847139,15.264243534089
"281",281,16.4156698049961,14.0096633006648,15.2644470222539
"282",282,16.4159882917101,14.0099229713829,15.2646486046548
"283",283,16.4163039577824,14.0101803260609,15.2648483058012
"284",284,16.4166168380246,14.0104353934265,15.2650461498022
"285",285,16.4169269666981,14.0106882017519,15.2652421603746
"286",286,16.417234377525,14.0109387788622,15.2654363608505
"287",287,16.4175391036981,14.0111871521441,15.2656287741852
"288",288,16.417841177891,14.0114333485545,15.265819422964
"289",289,16.4181406322684,14.0116773946286,15.26600832941
"290",290,16.4184374984952,14.0119193164877,15.2661955153906
"291",291,16.4187318077463,14.0121591398474,15.2663810024249
"292",292,16.4190235907159,14.0123968900252,15.26656481169
"293",293,16.4193128776261,14.0126325919476,15.2667469640279
"294",294,16.4195996982364,14.0128662701581,15.2669274799518
"295",295,16.4198840818516,14.0130979488238,15.2671063796521
"296",296,16.4201660573307,14.0133276517427,15.2672836830032
"297",297,16.4204456530951,14.0135554023506,15.2674594095688
"298",298,16.4207228971367,14.0137812237276,15.2676335786083
"299",299,16.4209978170256,14.0140051386047,15.2678062090822
"300",300,16.421270439918,14.0142271693706,15.267977319658
"301",301,16.4215407925639,14.0144473380774,15.2681469287153
"302",302,16.4218089013143,14.0146656664471,15.2683150543515
"303",303,16.4220747921282,14.0148821758776,15.2684817143871
"304",304,16.4223384905803,14.0150968874485,15.2686469263705
"305",305,16.4226000218677,14.0153098219268,15.2688107075833
"306",306,16.4228594108163,14.0155209997729,15.2689730750451
"307",307,16.423116681888,14.0157304411455,15.2691340455184
"308",308,16.4233718591869,14.0159381659077,15.2692936355132
"309",309,16.4236249664657,14.0161441936315,15.2694518612917
"310",310,16.423876027132,14.0163485436039,15.2696087388727
"311",311,16.4241250642544,14.0165512348311,15.2697642840362
"312",312,16.4243721005686,14.0167522860441,15.2699185123273
"313",313,16.4246171584829,14.0169517157031,15.2700714390611
"314",314,16.4248602600842,14.0171495420026,15.2702230793262
"315",315,16.4251014271437,14.0173457828758,15.2703734479891
"316",316,16.4253406811221,14.0175404559993,15.2705225596979
"317",317,16.4255780431754,14.0177335787977,15.2706704288867
"318",318,16.4258135341596,14.0179251684477,15.2708170697786
"319",319,16.4260471746365,14.0181152418824,15.2709624963902
"320",320,16.4262789848783,14.0183038157959,15.2711067225349
"321",321,16.4265089848728,14.0184909066468,15.2712497618262
"322",322,16.4267371943282,14.0186765306629,15.2713916276817
"323",323,16.4269636326778,14.0188607038445,15.2715323333263
"324",324,16.4271883190848,14.0190434419688,15.2716718917954
"325",325,16.4274112724467,14.0192247605934,15.2718103159386
"326",326,16.4276325114,14.0194046750601,15.2719476184224
"327",327,16.4278520543244,14.0195832004984,15.2720838117337
"328",328,16.4280699193472,14.0197603518294,15.2722189081827
"329",329,16.4282861243475,14.0199361437692,15.2723529199062
"330",330,16.4285006869604,14.0201105908319,15.2724858588703
"331",331,16.428713624581,14.0202837073335,15.2726177368734
"332",332,16.4289249543682,14.0204555073952,15.2727485655489
"333",333,16.4291346932491,14.0206260049459,15.2728783563684
"334",334,16.4293428579222,14.0207952137265,15.2730071206439
"335",335,16.4295494648617,14.020963147292,15.2731348695309
"336",336,16.4297545303208,14.0211298190151,15.2732616140309
"337",337,16.4299580703355,14.0212952420891,15.2733873649938
"338",338,16.430160100728,14.0214594295307,15.2735121331207
"339",339,16.4303606371104,14.021622394183,15.2736359289662
"340",340,16.4305596948877,14.0217841487183,15.273758762941
"341",341,16.4307572892617,14.0219447056407,15.273880645314
"342",342,16.4309534352338,14.022104077289,15.2740015862148
"343",343,16.4311481476084,14.0222622758396,15.2741215956363
"344",344,16.431341440996,14.0224193133084,15.2742406834361
"345",345,16.4315333298164,14.022575201554,15.2743588593398
"346",346,16.4317238283015,14.02272995228,15.2744761329422
"347",347,16.4319129504987,14.0228835770374,15.2745925137099
"348",348,16.4321007102734,14.0230360872272,15.2747080109835
"349",349,16.432287121312,14.0231874941026,15.2748226339791
"350",350,16.4324721971248,14.0233378087714,15.274936391791
"351",351,16.4326559510486,14.0234870421982,15.275049293393
"352",352,16.4328383962497,14.0236352052068,15.2751613476407
"353",353,16.4330195457262,14.0237823084824,15.2752725632733
"354",354,16.433199412311,14.0239283625735,15.2753829489157
"355",355,16.4333780086739,14.0240733778944,15.2754925130797
"356",356,16.4335553473244,14.024217364727,15.2756012641665
"357",357,16.4337314406145,14.024360333223,15.2757092104678
"358",358,16.4339063007402,14.0245022934058,15.2758163601682
"359",359,16.434079939745,14.0246432551725,15.2759227213462
"360",360,16.4342523695212,14.024783228296,15.2760283019764
"361",361,16.4344236018131,14.0249222224266,15.2761331099309
"362",362,16.4345936482187,14.0250602470942,15.2762371529807
"363",363,16.4347625201919,14.0251973117098,15.2763404387977
"364",364,16.4349302290451,14.0253334255676,15.276442974956
"365",365,16.4350967859508,14.0254685978465,15.2765447689333
"366",366,16.4352622019443,14.0256028376121,15.2766458281125
"367",367,16.4354264879252,14.0257361538183,15.2767461597833
"368",368,16.4355896546597,14.0258685553087,15.2768457711434
"369",369,16.4357517127827,14.0260000508189,15.2769446693
"370",370,16.4359126727993,14.0261306489773,15.2770428612712
"371",371,16.4360725450874,14.0262603583075,15.2771403539874
"372",372,16.436231339899,14.0263891872292,15.2772371542924
"373",373,16.4363890673623,14.0265171440602,15.277333268945
"374",374,16.4365457374836,14.0266442370174,15.27742870462
"375",375,16.4367013601487,14.026770474219,15.2775234679099
"376",376,16.4368559451254,14.0268958636853,15.2776175653256
"377",377,16.4370095020643,14.0270204133404,15.2777110032979
"378",378,16.4371620405014,14.0271441310137,15.2778037881786
"379",379,16.437313569859,14.0272670244409,15.2778959262421
"380",380,16.437464099448,14.027389101266,15.2779874236857
"381",381,16.4376136384688,14.027510369042,15.2780782866316
"382",382,16.4377621960137,14.0276308352325,15.2781685211274
"383",383,16.4379097810678,14.0277505072129,15.2782581331476
"384",384,16.438056402511,14.0278693922721,15.2783471285943
"385",385,16.4382020691189,14.0279874976129,15.2784355132988
"386",386,16.4383467895651,14.0281048303538,15.278523293022
"387",387,16.4384905724219,14.0282213975304,15.2786104734559
"388",388,16.4386334261623,14.028337206096,15.2786970602243
"389",389,16.438775359161,14.0284522629232,15.278783058884
"390",390,16.4389163796961,14.0285665748046,15.2788684749257
"391",391,16.4390564959501,14.0286801484547,15.2789533137749
"392",392,16.4391957160118,14.0287929905102,15.2790375807929
"393",393,16.4393340478768,14.0289051075314,15.2791212812778
"394",394,16.4394714994497,14.0290165060034,15.2792044204651
"395",395,16.4396080785446,14.0291271923371,15.2792870035289
"396",396,16.4397437928871,14.0292371728701,15.2793690355827
"397",397,16.4398786501146,14.0293464538677,15.2794505216801
"398",398,16.4400126577786,14.0294550415241,15.2795314668161
"399",399,16.4401458233449,14.0295629419633,15.2796118759273
"400",400,16.4402781541953,14.02967016124,15.2796917538931
"401",401,16.4404096576289,14.0297767053406,15.2797711055366
"402",402,16.4405403408627,14.0298825801841,15.2798499356249
"403",403,16.4406702110331,14.0299877916233,15.2799282488706
"404",404,16.4407992751971,14.0300923454452,15.2800060499318
"405",405,16.4409275403328,14.0301962473722,15.2800833434136
"406",406,16.4410550133413,14.030299503063,15.2801601338682
"407",407,16.441181701047,14.0304021181136,15.280236425796
"408",408,16.4413076101991,14.0305040980576,15.2803122236462
"409",409,16.4414327474724,14.0306054483677,15.2803875318175
"410",410,16.4415571194682,14.0307061744561,15.2804623546588
"411",411,16.4416807327156,14.0308062816754,15.2805366964701
"412",412,16.4418035936724,14.0309057753194,15.2806105615026
"413",413,16.4419257087257,14.0310046606241,15.2806839539601
"414",414,16.4420470841933,14.0311029427682,15.280756877999
"415",415,16.4421677263242,14.0312006268739,15.2808293377295
"416",416,16.4422876412999,14.0312977180077,15.2809013372157
"417",417,16.442406835235,14.0313942211813,15.2809728804766
"418",418,16.4425253141783,14.031490141352,15.2810439714866
"419",419,16.4426430841134,14.0315854834237,15.281114614176
"420",420,16.4427601509597,14.0316802522472,15.2811848124317
"421",421,16.4428765205736,14.0317744526217,15.2812545700978
"422",422,16.4429921987485,14.0318680892944,15.2813238909762
"423",423,16.4431071912164,14.0319611669622,15.2813927788268
"424",424,16.4432215036483,14.0320536902715,15.2814612373687
"425",425,16.4433351416549,14.0321456638196,15.2815292702803
"426",426,16.4434481107879,14.0322370921547,15.2815968811997
"427",427,16.4435604165402,14.032327979777,15.2816640737257
"428",428,16.4436720643469,14.032418331139,15.2817308514181
"429",429,16.443783059586,14.0325081506464,15.281797217798
"430",430,16.4438934075792,14.0325974426584,15.2818631763487
"431",431,16.4440031135926,14.0326862114886,15.2819287305159
"432",432,16.4441121828372,14.0327744614053,15.2819938837082
"433",433,16.4442206204699,14.0328621966323,15.2820586392978
"434",434,16.4443284315941,14.0329494213493,15.2821230006209
"435",435,16.4444356212603,14.0330361396926,15.2821869709779
"436",436,16.4445421944668,14.0331223557556,15.2822505536342
"437",437,16.4446481561602,14.0332080735892,15.2823137518206
"438",438,16.4447535112366,14.0332932972026,15.2823765687335
"439",439,16.4448582645414,14.0333780305636,15.2824390075356
"440",440,16.4449624208708,14.0334622775993,15.2825010713563
"441",441,16.4450659849716,14.0335460421964,15.2825627632919
"442",442,16.4451689615425,14.033629328202,15.2826240864064
"443",443,16.4452713552343,14.0337121394237,15.2826850437316
"444",444,16.4453731706506,14.0337944796304,15.2827456382675
"445",445,16.4454744123483,14.0338763525528,15.282805872983
"446",446,16.4455750848386,14.0339577618835,15.2828657508161
"447",447,16.4456751925867,14.034038711278,15.2829252746741
"448",448,16.4457747400133,14.0341192043548,15.2829844474344
"449",449,16.4458737314946,14.0341992446958,15.2830432719446
"450",450,16.4459721713631,14.034278835847,15.2831017510229
"451",451,16.4460700639076,14.034357981319,15.2831598874585
"452",452,16.4461674133747,14.034436684587,15.2832176840119
"453",453,16.4462642239685,14.0345149490916,15.2832751434155
"454",454,16.4463604998513,14.0345927782392,15.2833322683736
"455",455,16.4464562451442,14.0346701754021,15.2833890615631
"456",456,16.4465514639277,14.0347471439195,15.2834455256334
"457",457,16.446646160242,14.0348236870971,15.2835016632072
"458",458,16.4467403380875,14.0348998082084,15.2835574768805
"459",459,16.4468340014255,14.0349755104943,15.2836129692232
"460",460,16.4469271541783,14.0350507971641,15.2836681427792
"461",461,16.4470198002299,14.0351256713953,15.2837230000667
"462",462,16.4471119434265,14.0352001363346,15.2837775435787
"463",463,16.4472035875768,14.0352741950977,15.2838317757833
"464",464,16.4472947364526,14.03534785077,15.2838856991236
"465",465,16.4473853937889,14.0354211064071,15.2839393160187
"466",466,16.447475563285,14.0354939650345,15.2839926288634
"467",467,16.4475652486041,14.0355664296488,15.2840456400287
"468",468,16.4476544533744,14.0356385032174,15.2840983518622
"469",469,16.4477431811891,14.0357101886793,15.284150766688
"470",470,16.447831435607,14.0357814889448,15.2842028868077
"471",471,16.4479192201528,14.0358524068968,15.2842547144998
"472",472,16.4480065383177,14.03592294539,15.2843062520206
"473",473,16.4480933935594,14.0359931072523,15.2843575016042
"474",474,16.4481797893029,14.0360628952843,15.284408465463
"475",475,16.4482657289407,14.0361323122599,15.2844591457875
"476",476,16.4483512158332,14.036201360927,15.2845095447469
"477",477,16.448436253309,14.0362700440069,15.2845596644895
"478",478,16.4485208446652,14.0363383641957,15.2846095071427
"479",479,16.4486049931681,14.0364063241636,15.284659074813
"480",480,16.4486887020533,14.0364739265558,15.2847083695869
"481",481,16.448771974526,14.0365411739927,15.2847573935304
"482",482,16.4488548137615,14.0366080690701,15.2848061486901
"483",483,16.4489372229053,14.0366746143592,15.2848546370924
"484",484,16.4490192050739,14.0367408124075,15.2849028607446
"485",485,16.4491007633547,14.0368066657387,15.2849508216348
